class_id,vertices,n_types,types,n_realizations,K,one_example_mu_to_lambda_per_type
59457,12,3,C3+C4+F4,6,1q^3 + 1q^5,C3: (0 1 0) -> (0 0 2) ; C4: (1 0 1 0) -> (0 0 0 2) ; F4: (2 0 1 0) -> (0 2 0 0)
59460,12,3,C3+C4+F4,4,1q^3 + 1q^4 + 3q^5 + 1q^6 + 2q^7 + 1q^8 + 1q^9,C3: (0 1 0) -> (0 1 2) ; C4: (2 0 1 0) -> (0 0 1 2) ; F4: (3 0 1 0) -> (0 2 1 0)
59462,12,3,C3+C4+F4,7,2q^2 + 1q^4,C3: (0 1 0) -> (0 2 0) ; C4: (1 0 1 0) -> (0 0 2 0) ; F4: (1 0 1 0) -> (0 0 2 0)
59466,11,3,C3+C4+F4,5,1q^2 + 3q^4 + 1q^5 + 2q^6 + 1q^8,C3: (0 1 0) -> (0 3 0) ; C4: (2 0 1 0) -> (0 0 3 0) ; F4: (2 0 1 0) -> (0 0 3 0)
59470,9,3,C3+C4+F4,90,1q + 1q^2 + 1q^3,C3: (0 1 0) -> (1 0 1) ; C4: (1 0 1 0) -> (0 1 0 1) ; F4: (1 0 1 0) -> (0 1 0 1)
59474,11,3,C3+C4+F4,5,1q^2 + 3q^3 + 3q^4 + 2q^5 + 2q^6 + 1q^7,C3: (0 1 0) -> (1 1 1) ; C4: (2 0 1 0) -> (0 1 1 1) ; F4: (2 0 1 0) -> (0 1 1 1)
59478,13,3,C3+C4+F4,3,1q^3 + 3q^4 + 6q^5 + 6q^6 + 6q^7 + 4q^8 + 3q^9 + 2q^10 + 1q^11,C3: (0 1 0) -> (1 2 1) ; C4: (3 0 1 0) -> (0 1 2 1) ; F4: (3 0 1 0) -> (0 1 2 1)
59486,13,3,C3+C4+F4,3,3q^4 + 2q^5 + 4q^6 + 2q^7 + 3q^8 + 1q^9 + 1q^10,C3: (0 1 0) -> (2 0 2) ; C4: (3 0 1 0) -> (0 2 0 2) ; F4: (3 0 1 0) -> (0 2 0 2)
59488,11,3,C3+C4+F4,6,1q + 1q^2 + 2q^3 + 1q^4 + 1q^5,C3: (0 1 0) -> (2 1 0) ; C4: (2 0 1 0) -> (0 2 1 0) ; F4: (1 0 1 0) -> (0 0 1 2)
59492,12,3,C3+C4+F4,4,3q^3 + 2q^4 + 5q^5 + 2q^6 + 3q^7 + 1q^8 + 1q^9,C3: (0 1 0) -> (2 2 0) ; C4: (3 0 1 0) -> (0 2 2 0) ; F4: (2 0 1 0) -> (0 0 2 2)
59496,12,2,C3+F4,2,1q^3 + 1q^4 + 5q^5 + 5q^6 + 8q^7 + 5q^8 + 6q^9 + 3q^10 + 3q^11 + 1q^12 + 1q^13,C3: (0 1 0) -> (2 3 0) ; F4: (3 0 1 0) -> (0 0 3 2)
59501,12,3,C3+C4+F4,4,1q^2 + 1q^3 + 3q^4 + 2q^5 + 2q^6 + 1q^7 + 1q^8,C3: (0 1 0) -> (3 0 1) ; C4: (3 0 1 0) -> (0 3 0 1) ; F4: (2 0 1 0) -> (0 1 0 3)
59505,12,2,C3+F4,2,1q^3 + 3q^4 + 5q^5 + 7q^6 + 7q^7 + 6q^8 + 5q^9 + 3q^10 + 2q^11 + 1q^12,C3: (0 1 0) -> (3 1 1) ; F4: (3 0 1 0) -> (0 1 1 3)
59516,11,3,C3+C4+F4,9,1q^3 + 1q^5,C3: (0 1 1) -> (0 0 3) ; C4: (1 0 1 1) -> (0 0 0 3) ; F4: (2 1 1 0) -> (0 3 0 0)
59518,13,3,C3+C4+F4,4,1q^3 + 1q^4 + 3q^5 + 2q^6 + 2q^7 + 1q^8 + 1q^9,C3: (0 1 1) -> (0 1 3) ; C4: (2 0 1 1) -> (0 0 1 3) ; F4: (3 1 1 0) -> (0 3 1 0)
59519,11,3,C3+C4+F4,24,2q^2 + 1q^3 + 1q^4,C3: (0 1 1) -> (0 2 1) ; C4: (1 0 1 1) -> (0 0 2 1) ; F4: (1 1 1 0) -> (0 1 2 0)
59523,12,3,C3+C4+F4,5,1q^2 + 1q^3 + 4q^4 + 3q^5 + 2q^6 + 1q^7 + 1q^8,C3: (0 1 1) -> (0 3 1) ; C4: (2 0 1 1) -> (0 0 3 1) ; F4: (2 1 1 0) -> (0 1 3 0)
59527,12,3,C3+C4+F4,5,1q^2 + 3q^3 + 4q^4 + 3q^5 + 2q^6 + 1q^7,C3: (0 1 1) -> (1 1 2) ; C4: (2 0 1 1) -> (0 1 1 2) ; F4: (2 1 1 0) -> (0 2 1 1)
59530,14,3,C3+C4+F4,3,1q^3 + 4q^4 + 8q^5 + 9q^6 + 8q^7 + 5q^8 + 4q^9 + 2q^10 + 1q^11,C3: (0 1 1) -> (1 2 2) ; C4: (3 0 1 1) -> (0 1 2 2) ; F4: (3 1 1 0) -> (0 2 2 1)
59532,12,3,C3+C4+F4,6,1q^2 + 3q^3 + 2q^4 + 1q^5 + 1q^6,C3: (0 1 1) -> (1 3 0) ; C4: (2 0 1 1) -> (0 1 3 0) ; F4: (1 1 1 0) -> (0 0 3 1)
59537,14,3,C3+C4+F4,3,3q^4 + 3q^5 + 5q^6 + 3q^7 + 3q^8 + 1q^9 + 1q^10,C3: (0 1 1) -> (2 0 3) ; C4: (3 0 1 1) -> (0 2 0 3) ; F4: (3 1 1 0) -> (0 3 0 2)
59538,10,3,C3+C4+F4,21,1q + 2q^2 + 3q^3 + 2q^4 + 1q^5,C3: (0 1 1) -> (2 1 1) ; C4: (2 0 1 1) -> (0 2 1 1) ; F4: (1 1 1 0) -> (0 1 1 2)
59542,13,3,C3+C4+F4,4,4q^3 + 6q^4 + 8q^5 + 5q^6 + 4q^7 + 2q^8 + 1q^9,C3: (0 1 1) -> (2 2 1) ; C4: (3 0 1 1) -> (0 2 2 1) ; F4: (2 1 1 0) -> (0 1 2 2)
59546,14,2,C3+F4,2,1q^3 + 3q^4 + 9q^5 + 13q^6 + 15q^7 + 12q^8 + 9q^9 + 6q^10 + 4q^11 + 2q^12 + 1q^13,C3: (0 1 1) -> (2 3 1) ; F4: (3 1 1 0) -> (0 1 3 2)
59549,13,3,C3+C4+F4,4,1q^2 + 2q^3 + 4q^4 + 3q^5 + 3q^6 + 1q^7 + 1q^8,C3: (0 1 1) -> (3 0 2) ; C4: (3 0 1 1) -> (0 3 0 2) ; F4: (2 1 1 0) -> (0 2 0 3)
59551,4,3,C3+C4+F4,420,1q^2 + 1q^3,C3: (0 1 1) -> (3 1 0) ; C4: (0 1 1 0) -> (3 1 0 0) ; F4: (0 1 1 0) -> (0 0 1 3)
59553,14,2,C3+F4,2,1q^3 + 4q^4 + 9q^5 + 11q^6 + 11q^7 + 9q^8 + 6q^9 + 4q^10 + 2q^11 + 1q^12,C3: (0 1 1) -> (3 1 2) ; F4: (3 1 1 0) -> (0 2 1 3)
59555,13,3,C3+C4+F4,5,1q^2 + 2q^3 + 3q^4 + 3q^5 + 1q^6 + 1q^7,C3: (0 1 1) -> (3 2 0) ; C4: (3 0 1 1) -> (0 3 2 0) ; F4: (1 1 1 0) -> (0 0 2 3)
59559,13,2,C3+F4,3,1q^3 + 4q^4 + 5q^5 + 7q^6 + 6q^7 + 4q^8 + 3q^9 + 1q^10 + 1q^11,C3: (0 1 1) -> (3 3 0) ; F4: (2 1 1 0) -> (0 0 3 3)
59564,12,3,C3+C4+F4,5,1q^2 + 1q^3 + 4q^4 + 3q^5 + 3q^6 + 1q^7 + 1q^8,C3: (0 1 2) -> (0 3 2) ; C4: (2 0 1 2) -> (0 0 3 2) ; F4: (2 2 1 0) -> (0 2 3 0)
59566,10,3,C3+C4+F4,8,1q^2 + 3q^3 + 4q^4 + 3q^5 + 2q^6 + 1q^7,C3: (0 1 2) -> (1 1 3) ; C4: (2 0 1 2) -> (0 1 1 3) ; F4: (2 2 1 0) -> (0 3 1 1)
59568,14,3,C3+C4+F4,3,1q^3 + 4q^4 + 8q^5 + 9q^6 + 9q^7 + 6q^8 + 4q^9 + 2q^10 + 1q^11,C3: (0 1 2) -> (1 2 3) ; C4: (3 0 1 2) -> (0 1 2 3) ; F4: (3 2 1 0) -> (0 3 2 1)
59569,10,3,C3+C4+F4,15,1q^2 + 3q^3 + 3q^4 + 2q^5 + 1q^6,C3: (0 1 2) -> (1 3 1) ; C4: (2 0 1 2) -> (0 1 3 1) ; F4: (1 2 1 0) -> (0 1 3 1)
59573,13,3,C3+C4+F4,4,4q^3 + 6q^4 + 9q^5 + 6q^6 + 5q^7 + 2q^8 + 1q^9,C3: (0 1 2) -> (2 2 2) ; C4: (3 0 1 2) -> (0 2 2 2) ; F4: (2 2 1 0) -> (0 2 2 2)
59575,5,3,C3+C4+F4,80,1q^2 + 1q^3 + 1q^4,C3: (0 1 2) -> (2 3 0) ; C4: (0 1 2 0) -> (2 3 0 0) ; F4: (0 2 0 1) -> (0 0 2 3)
59577,14,2,C3+F4,2,1q^3 + 3q^4 + 10q^5 + 15q^6 + 19q^7 + 15q^8 + 12q^9 + 7q^10 + 5q^11 + 2q^12 + 1q^13,C3: (0 1 2) -> (2 3 2) ; F4: (3 2 1 0) -> (0 2 3 2)
59579,11,3,C3+C4+F4,7,1q^2 + 2q^3 + 4q^4 + 3q^5 + 3q^6 + 1q^7 + 1q^8,C3: (0 1 2) -> (3 0 3) ; C4: (3 0 1 2) -> (0 3 0 3) ; F4: (2 2 1 0) -> (0 3 0 3)
59581,14,2,C3+F4,2,1q^3 + 4q^4 + 9q^5 + 12q^6 + 12q^7 + 10q^8 + 7q^9 + 4q^10 + 2q^11 + 1q^12,C3: (0 1 2) -> (3 1 3) ; F4: (3 2 1 0) -> (0 3 1 3)
59582,11,3,C3+C4+F4,13,1q^2 + 3q^3 + 4q^4 + 4q^5 + 2q^6 + 1q^7,C3: (0 1 2) -> (3 2 1) ; C4: (3 0 1 2) -> (0 3 2 1) ; F4: (1 2 1 0) -> (0 1 2 3)
59586,13,2,C3+F4,3,1q^3 + 5q^4 + 9q^5 + 11q^6 + 10q^7 + 7q^8 + 4q^9 + 2q^10 + 1q^11,C3: (0 1 2) -> (3 3 1) ; F4: (2 2 1 0) -> (0 1 3 3)
59589,10,3,C3+C4+F4,8,1q^2 + 1q^3 + 4q^4 + 3q^5 + 3q^6 + 1q^7 + 1q^8,C3: (0 1 3) -> (0 3 3) ; C4: (2 0 1 3) -> (0 0 3 3) ; F4: (2 3 1 0) -> (0 3 3 0)
59591,11,3,C3+C4+F4,7,4q^3 + 6q^4 + 9q^5 + 6q^6 + 5q^7 + 2q^8 + 1q^9,C3: (0 1 3) -> (2 2 3) ; C4: (3 0 1 3) -> (0 2 2 3) ; F4: (2 3 1 0) -> (0 3 2 2)
59593,14,2,C3+F4,2,1q^3 + 3q^4 + 10q^5 + 15q^6 + 19q^7 + 16q^8 + 13q^9 + 8q^10 + 5q^11 + 2q^12 + 1q^13,C3: (0 1 3) -> (2 3 3) ; F4: (3 3 1 0) -> (0 3 3 2)
59595,13,2,C3+F4,3,1q^3 + 5q^4 + 9q^5 + 12q^6 + 11q^7 + 8q^8 + 5q^9 + 2q^10 + 1q^11,C3: (0 1 3) -> (3 3 2) ; F4: (2 3 1 0) -> (0 2 3 3)
59598,13,3,C3+C4+F4,6,2q^3 + 1q^4 + 1q^5,C3: (0 2 0) -> (0 1 2) ; C4: (1 0 2 0) -> (0 0 1 2) ; F4: (2 0 2 0) -> (0 2 1 0)
59601,13,3,C3+C4+F4,4,2q^3 + 2q^4 + 5q^5 + 2q^6 + 3q^7 + 1q^8 + 1q^9,C3: (0 2 0) -> (0 2 2) ; C4: (2 0 2 0) -> (0 0 2 2) ; F4: (3 0 2 0) -> (0 2 2 0)
59603,11,3,C3+C4+F4,10,2q^2 + 1q^4,C3: (0 2 0) -> (0 3 0) ; C4: (1 0 2 0) -> (0 0 3 0) ; F4: (1 0 2 0) -> (0 0 3 0)
59608,13,3,C3+C4+F4,4,2q^4 + 2q^5 + 2q^6 + 1q^7 + 1q^8,C3: (0 2 0) -> (1 0 3) ; C4: (2 0 2 0) -> (0 1 0 3) ; F4: (3 0 2 0) -> (0 3 0 1)
59609,8,3,C3+C4+F4,288,1q + 2q^2 + 1q^3,C3: (0 2 0) -> (1 1 1) ; C4: (1 0 2 0) -> (0 1 1 1) ; F4: (1 0 2 0) -> (0 1 1 1)
59612,13,3,C3+C4+F4,5,1q^2 + 4q^3 + 4q^4 + 3q^5 + 2q^6 + 1q^7,C3: (0 2 0) -> (1 2 1) ; C4: (2 0 2 0) -> (0 1 2 1) ; F4: (2 0 2 0) -> (0 1 2 1)
59616,12,3,C3+C4+F4,3,1q^3 + 4q^4 + 8q^5 + 9q^6 + 7q^7 + 5q^8 + 3q^9 + 2q^10 + 1q^11,C3: (0 2 0) -> (1 3 1) ; C4: (3 0 2 0) -> (0 1 3 1) ; F4: (3 0 2 0) -> (0 1 3 1)
59620,13,3,C3+C4+F4,5,2q^2 + 2q^3 + 3q^4 + 1q^5 + 1q^6,C3: (0 2 0) -> (2 0 2) ; C4: (2 0 2 0) -> (0 2 0 2) ; F4: (2 0 2 0) -> (0 2 0 2)
59623,12,3,C3+C4+F4,3,1q^3 + 6q^4 + 7q^5 + 8q^6 + 5q^7 + 4q^8 + 2q^9 + 1q^10,C3: (0 2 0) -> (2 1 2) ; C4: (3 0 2 0) -> (0 2 1 2) ; F4: (3 0 2 0) -> (0 2 1 2)
59625,13,3,C3+C4+F4,6,1q + 1q^2 + 3q^3 + 1q^4 + 1q^5,C3: (0 2 0) -> (2 2 0) ; C4: (2 0 2 0) -> (0 2 2 0) ; F4: (1 0 2 0) -> (0 0 2 2)
59629,12,3,C3+C4+F4,4,3q^3 + 3q^4 + 6q^5 + 3q^6 + 3q^7 + 1q^8 + 1q^9,C3: (0 2 0) -> (2 3 0) ; C4: (3 0 2 0) -> (0 2 3 0) ; F4: (2 0 2 0) -> (0 0 3 2)
59633,10,3,C3+C4+F4,39,1q^2 + 1q^3 + 1q^4,C3: (0 2 0) -> (3 0 1) ; C4: (2 0 2 0) -> (0 3 0 1) ; F4: (1 0 2 0) -> (0 1 0 3)
59637,12,3,C3+C4+F4,4,1q^2 + 3q^3 + 5q^4 + 5q^5 + 3q^6 + 2q^7 + 1q^8,C3: (0 2 0) -> (3 1 1) ; C4: (3 0 2 0) -> (0 3 1 1) ; F4: (2 0 2 0) -> (0 1 1 3)
59641,13,2,C3+F4,2,1q^3 + 5q^4 + 8q^5 + 12q^6 + 11q^7 + 9q^8 + 6q^9 + 4q^10 + 2q^11 + 1q^12,C3: (0 2 0) -> (3 2 1) ; F4: (3 0 2 0) -> (0 1 2 3)
59648,12,3,C3+C4+F4,9,2q^3 + 1q^4 + 1q^5,C3: (0 2 1) -> (0 1 3) ; C4: (1 0 2 1) -> (0 0 1 3) ; F4: (2 1 2 0) -> (0 3 1 0)
59650,14,3,C3+C4+F4,4,2q^3 + 2q^4 + 5q^5 + 3q^6 + 3q^7 + 1q^8 + 1q^9,C3: (0 2 1) -> (0 2 3) ; C4: (2 0 2 1) -> (0 0 2 3) ; F4: (3 1 2 0) -> (0 3 2 0)
59651,10,3,C3+C4+F4,42,2q^2 + 1q^3 + 1q^4,C3: (0 2 1) -> (0 3 1) ; C4: (1 0 2 1) -> (0 0 3 1) ; F4: (1 1 2 0) -> (0 1 3 0)
59655,14,3,C3+C4+F4,5,1q^2 + 4q^3 + 5q^4 + 4q^5 + 2q^6 + 1q^7,C3: (0 2 1) -> (1 2 2) ; C4: (2 0 2 1) -> (0 1 2 2) ; F4: (2 1 2 0) -> (0 2 2 1)
59658,13,3,C3+C4+F4,3,1q^3 + 5q^4 + 10q^5 + 12q^6 + 9q^7 + 6q^8 + 4q^9 + 2q^10 + 1q^11,C3: (0 2 1) -> (1 3 2) ; C4: (3 0 2 1) -> (0 1 3 2) ; F4: (3 1 2 0) -> (0 2 3 1)
59660,12,3,C3+C4+F4,8,2q^2 + 2q^3 + 3q^4 + 1q^5 + 1q^6,C3: (0 2 1) -> (2 0 3) ; C4: (2 0 2 1) -> (0 2 0 3) ; F4: (2 1 2 0) -> (0 3 0 2)
59662,13,3,C3+C4+F4,3,1q^3 + 6q^4 + 8q^5 + 9q^6 + 6q^7 + 4q^8 + 2q^9 + 1q^10,C3: (0 2 1) -> (2 1 3) ; C4: (3 0 2 1) -> (0 2 1 3) ; F4: (3 1 2 0) -> (0 3 1 2)
59663,12,3,C3+C4+F4,21,1q + 2q^2 + 4q^3 + 2q^4 + 1q^5,C3: (0 2 1) -> (2 2 1) ; C4: (2 0 2 1) -> (0 2 2 1) ; F4: (1 1 2 0) -> (0 1 2 2)
59667,13,3,C3+C4+F4,4,4q^3 + 7q^4 + 9q^5 + 6q^6 + 4q^7 + 2q^8 + 1q^9,C3: (0 2 1) -> (2 3 1) ; C4: (3 0 2 1) -> (0 2 3 1) ; F4: (2 1 2 0) -> (0 1 3 2)
59671,13,3,C3+C4+F4,4,1q^2 + 4q^3 + 6q^4 + 6q^5 + 4q^6 + 2q^7 + 1q^8,C3: (0 2 1) -> (3 1 2) ; C4: (3 0 2 1) -> (0 3 1 2) ; F4: (2 1 2 0) -> (0 2 1 3)
59674,14,2,C3+F4,2,1q^3 + 6q^4 + 12q^5 + 16q^6 + 15q^7 + 12q^8 + 7q^9 + 5q^10 + 2q^11 + 1q^12,C3: (0 2 1) -> (3 2 2) ; F4: (3 1 2 0) -> (0 2 2 3)
59676,13,3,C3+C4+F4,5,1q^2 + 2q^3 + 4q^4 + 3q^5 + 1q^6 + 1q^7,C3: (0 2 1) -> (3 3 0) ; C4: (3 0 2 1) -> (0 3 3 0) ; F4: (1 1 2 0) -> (0 0 3 3)
59681,12,3,C3+C4+F4,8,1q^2 + 4q^3 + 5q^4 + 4q^5 + 2q^6 + 1q^7,C3: (0 2 2) -> (1 2 3) ; C4: (2 0 2 2) -> (0 1 2 3) ; F4: (2 2 2 0) -> (0 3 2 1)
59683,13,3,C3+C4+F4,3,1q^3 + 5q^4 + 10q^5 + 12q^6 + 10q^7 + 7q^8 + 4q^9 + 2q^10 + 1q^11,C3: (0 2 2) -> (1 3 3) ; C4: (3 0 2 2) -> (0 1 3 3) ; F4: (3 2 2 0) -> (0 3 3 1)
59685,13,3,C3+C4+F4,4,4q^3 + 7q^4 + 10q^5 + 7q^6 + 5q^7 + 2q^8 + 1q^9,C3: (0 2 2) -> (2 3 2) ; C4: (3 0 2 2) -> (0 2 3 2) ; F4: (2 2 2 0) -> (0 2 3 2)
59687,11,3,C3+C4+F4,7,1q^2 + 4q^3 + 6q^4 + 6q^5 + 4q^6 + 2q^7 + 1q^8,C3: (0 2 2) -> (3 1 3) ; C4: (3 0 2 2) -> (0 3 1 3) ; F4: (2 2 2 0) -> (0 3 1 3)
59689,14,2,C3+F4,2,1q^3 + 6q^4 + 12q^5 + 17q^6 + 16q^7 + 13q^8 + 8q^9 + 5q^10 + 2q^11 + 1q^12,C3: (0 2 2) -> (3 2 3) ; F4: (3 2 2 0) -> (0 3 2 3)
59690,11,3,C3+C4+F4,13,1q^2 + 3q^3 + 5q^4 + 4q^5 + 2q^6 + 1q^7,C3: (0 2 2) -> (3 3 1) ; C4: (3 0 2 2) -> (0 3 3 1) ; F4: (1 2 2 0) -> (0 1 3 3)
59693,11,3,C3+C4+F4,7,4q^3 + 7q^4 + 10q^5 + 7q^6 + 5q^7 + 2q^8 + 1q^9,C3: (0 2 3) -> (2 3 3) ; C4: (3 0 2 3) -> (0 2 3 3) ; F4: (2 3 2 0) -> (0 3 3 2)
59696,12,3,C3+C4+F4,6,3q^3 + 1q^4 + 1q^5,C3: (0 3 0) -> (0 2 2) ; C4: (1 0 3 0) -> (0 0 2 2) ; F4: (2 0 3 0) -> (0 2 2 0)
59699,12,3,C3+C4+F4,4,2q^3 + 2q^4 + 6q^5 + 3q^6 + 3q^7 + 1q^8 + 1q^9,C3: (0 3 0) -> (0 3 2) ; C4: (2 0 3 0) -> (0 0 3 2) ; F4: (3 0 3 0) -> (0 2 3 0)
59701,9,3,C3+C4+F4,39,1q^2 + 1q^3 + 1q^4,C3: (0 3 0) -> (1 0 3) ; C4: (1 0 3 0) -> (0 1 0 3) ; F4: (2 0 3 0) -> (0 3 0 1)
59703,12,3,C3+C4+F4,4,1q^3 + 4q^4 + 5q^5 + 3q^6 + 2q^7 + 1q^8,C3: (0 3 0) -> (1 1 3) ; C4: (2 0 3 0) -> (0 1 1 3) ; F4: (3 0 3 0) -> (0 3 1 1)
59706,12,3,C3+C4+F4,5,1q^2 + 4q^3 + 5q^4 + 3q^5 + 2q^6 + 1q^7,C3: (0 3 0) -> (1 3 1) ; C4: (2 0 3 0) -> (0 1 3 1) ; F4: (2 0 3 0) -> (0 1 3 1)
59710,12,3,C3+C4+F4,5,2q^2 + 3q^3 + 4q^4 + 2q^5 + 1q^6,C3: (0 3 0) -> (2 1 2) ; C4: (2 0 3 0) -> (0 2 1 2) ; F4: (2 0 3 0) -> (0 2 1 2)
59713,12,3,C3+C4+F4,3,1q^3 + 8q^4 + 9q^5 + 11q^6 + 6q^7 + 5q^8 + 2q^9 + 1q^10,C3: (0 3 0) -> (2 2 2) ; C4: (3 0 3 0) -> (0 2 2 2) ; F4: (3 0 3 0) -> (0 2 2 2)
59715,11,3,C3+C4+F4,9,1q + 1q^2 + 3q^3 + 1q^4 + 1q^5,C3: (0 3 0) -> (2 3 0) ; C4: (2 0 3 0) -> (0 2 3 0) ; F4: (1 0 3 0) -> (0 0 3 2)
59720,12,3,C3+C4+F4,3,2q^3 + 3q^4 + 5q^5 + 4q^6 + 3q^7 + 1q^8 + 1q^9,C3: (0 3 0) -> (3 0 3) ; C4: (3 0 3 0) -> (0 3 0 3) ; F4: (3 0 3 0) -> (0 3 0 3)
59721,8,3,C3+C4+F4,111,1q^2 + 2q^3 + 1q^4,C3: (0 3 0) -> (3 1 1) ; C4: (2 0 3 0) -> (0 3 1 1) ; F4: (1 0 3 0) -> (0 1 1 3)
59724,12,3,C3+C4+F4,4,1q^2 + 3q^3 + 6q^4 + 6q^5 + 4q^6 + 2q^7 + 1q^8,C3: (0 3 0) -> (3 2 1) ; C4: (3 0 3 0) -> (0 3 2 1) ; F4: (2 0 3 0) -> (0 1 2 3)
59728,11,2,C3+F4,2,1q^3 + 5q^4 + 10q^5 + 14q^6 + 14q^7 + 10q^8 + 7q^9 + 4q^10 + 2q^11 + 1q^12,C3: (0 3 0) -> (3 3 1) ; F4: (3 0 3 0) -> (0 1 3 3)
59731,11,3,C3+C4+F4,9,3q^3 + 1q^4 + 1q^5,C3: (0 3 1) -> (0 2 3) ; C4: (1 0 3 1) -> (0 0 2 3) ; F4: (2 1 3 0) -> (0 3 2 0)
59733,13,3,C3+C4+F4,4,2q^3 + 2q^4 + 6q^5 + 4q^6 + 3q^7 + 1q^8 + 1q^9,C3: (0 3 1) -> (0 3 3) ; C4: (2 0 3 1) -> (0 0 3 3) ; F4: (3 1 3 0) -> (0 3 3 0)
59735,13,3,C3+C4+F4,5,1q^2 + 4q^3 + 6q^4 + 4q^5 + 2q^6 + 1q^7,C3: (0 3 1) -> (1 3 2) ; C4: (2 0 3 1) -> (0 1 3 2) ; F4: (2 1 3 0) -> (0 2 3 1)
59737,11,3,C3+C4+F4,8,2q^2 + 3q^3 + 4q^4 + 2q^5 + 1q^6,C3: (0 3 1) -> (2 1 3) ; C4: (2 0 3 1) -> (0 2 1 3) ; F4: (2 1 3 0) -> (0 3 1 2)
59739,13,3,C3+C4+F4,3,1q^3 + 8q^4 + 10q^5 + 12q^6 + 7q^7 + 5q^8 + 2q^9 + 1q^10,C3: (0 3 1) -> (2 2 3) ; C4: (3 0 3 1) -> (0 2 2 3) ; F4: (3 1 3 0) -> (0 3 2 2)
59740,10,3,C3+C4+F4,39,1q + 2q^2 + 4q^3 + 2q^4 + 1q^5,C3: (0 3 1) -> (2 3 1) ; C4: (2 0 3 1) -> (0 2 3 1) ; F4: (1 1 3 0) -> (0 1 3 2)
59744,13,3,C3+C4+F4,4,1q^2 + 4q^3 + 7q^4 + 7q^5 + 5q^6 + 2q^7 + 1q^8,C3: (0 3 1) -> (3 2 2) ; C4: (3 0 3 1) -> (0 3 2 2) ; F4: (2 1 3 0) -> (0 2 2 3)
59747,12,2,C3+F4,2,1q^3 + 6q^4 + 14q^5 + 18q^6 + 18q^7 + 13q^8 + 8q^9 + 5q^10 + 2q^11 + 1q^12,C3: (0 3 1) -> (3 3 2) ; F4: (3 1 3 0) -> (0 2 3 3)
59749,11,3,C3+C4+F4,8,1q^2 + 4q^3 + 6q^4 + 4q^5 + 2q^6 + 1q^7,C3: (0 3 2) -> (1 3 3) ; C4: (2 0 3 2) -> (0 1 3 3) ; F4: (2 2 3 0) -> (0 3 3 1)
59751,11,3,C3+C4+F4,7,1q^2 + 4q^3 + 7q^4 + 7q^5 + 5q^6 + 2q^7 + 1q^8,C3: (0 3 2) -> (3 2 3) ; C4: (3 0 3 2) -> (0 3 2 3) ; F4: (2 2 3 0) -> (0 3 2 3)
59753,12,2,C3+F4,2,1q^3 + 6q^4 + 14q^5 + 19q^6 + 19q^7 + 14q^8 + 9q^9 + 5q^10 + 2q^11 + 1q^12,C3: (0 3 2) -> (3 3 3) ; F4: (3 2 3 0) -> (0 3 3 3)
59756,13,3,C3+C4+F4,6,1q^2 + 1q^3 + 1q^4 + 1q^5 + 1q^6,C3: (1 0 0) -> (0 1 1) ; C4: (1 1 0 0) -> (0 0 1 1) ; F4: (2 0 0 1) -> (0 1 1 0)
59760,14,3,C3+C4+F4,4,2q^4 + 2q^5 + 3q^6 + 2q^7 + 2q^8 + 1q^9 + 1q^10,C3: (1 0 0) -> (0 2 1) ; C4: (2 1 0 0) -> (0 0 2 1) ; F4: (3 0 0 1) -> (0 1 2 0)
59768,14,3,C3+C4+F4,4,1q^3 + 1q^4 + 2q^5 + 1q^6 + 2q^7 + 1q^8 + 1q^9,C3: (1 0 0) -> (1 0 2) ; C4: (2 1 0 0) -> (0 1 0 2) ; F4: (3 0 0 1) -> (0 2 0 1)
59770,11,3,C3+C4+F4,24,1q + 1q^2 + 1q^3 + 1q^4,C3: (1 0 0) -> (1 1 0) ; C4: (1 1 0 0) -> (0 1 1 0) ; F4: (1 0 0 1) -> (0 0 1 1)
59774,14,3,C3+C4+F4,5,1q^2 + 1q^3 + 3q^4 + 2q^5 + 2q^6 + 1q^7 + 1q^8,C3: (1 0 0) -> (1 2 0) ; C4: (2 1 0 0) -> (0 1 2 0) ; F4: (2 0 0 1) -> (0 0 2 1)
59778,13,3,C3+C4+F4,3,1q^3 + 1q^4 + 3q^5 + 4q^6 + 4q^7 + 4q^8 + 3q^9 + 2q^10 + 1q^11 + 1q^12,C3: (1 0 0) -> (1 3 0) ; C4: (3 1 0 0) -> (0 1 3 0) ; F4: (3 0 0 1) -> (0 0 3 1)
59782,14,3,C3+C4+F4,5,2q^3 + 1q^4 + 2q^5 + 1q^6 + 1q^7,C3: (1 0 0) -> (2 0 1) ; C4: (2 1 0 0) -> (0 2 0 1) ; F4: (2 0 0 1) -> (0 1 0 2)
59786,13,3,C3+C4+F4,3,1q^3 + 2q^4 + 4q^5 + 5q^6 + 5q^7 + 4q^8 + 3q^9 + 2q^10 + 1q^11,C3: (1 0 0) -> (2 1 1) ; C4: (3 1 0 0) -> (0 2 1 1) ; F4: (3 0 0 1) -> (0 1 1 2)
59797,12,3,C3+C4+F4,9,1q + 1q^3 + 1q^5,C3: (1 0 0) -> (3 0 0) ; C4: (2 1 0 0) -> (0 3 0 0) ; F4: (1 0 0 1) -> (0 0 0 3)
